k,average_final_fitness,best_final_fitness,average_final_fitness_std,best_final_fitness_std
0,14.361936456093256,14.361936456093256,0.6866254434706485,0.6866254434706507
5,14.274855760188714,14.274855760188714,0.5997276327058616,0.599727632705863
10,14.046341911109963,14.046341911109959,0.4818873246668609,0.48188732466686324
15,14.244518036551785,14.244518036551781,0.604394389170478,0.6043943891704795
20,14.278036873596264,14.27803687359626,0.62412633089852,0.6241263308985225
25,13.989124922515462,13.989124922515458,0.4444460608026723,0.4444460608026733
30,14.245205245736997,14.222710684399058,0.5814905017532018,0.6213363930108448
35,14.211065975917217,14.211065975917217,0.5562257994681912,0.5562257994681933
40,14.075146130721635,14.075146130721635,0.5981949485917795,0.5981949485917818
