k,average_final_fitness,best_final_fitness,average_final_fitness_std,best_final_fitness_std
0,14.361936456093256,14.361936456093256,0.6866254434706485,0.6866254434706507
5,14.174701217605232,14.174701217605236,0.6114000911137333,0.6114000911137351
10,14.18141472789652,14.18141472789652,0.6466908575261217,0.6466908575261215
15,14.09411082028815,14.094110820288146,0.5199152264529923,0.5199152264529926
20,14.201237434674818,14.20123743467482,0.6395290133024071,0.6395290133024075
25,14.077291016374886,14.062300725367887,0.5133607676222997,0.5424388074189076
30,14.186094520773816,14.186094520773816,0.6532566803178986,0.6532566803178982
35,14.100173987498703,14.100173987498703,0.4778246827408445,0.47782468274084294
40,14.153136432342617,14.15313643234262,0.496407909988292,0.4964079099882898
