seed,k,generation,best,mean,worst,std
0,5,0,15.221904042583699,16.99139133538539,19.20509938737229,0.7850513329896819
0,5,1,15.221904042583699,16.347672012169753,16.889572005931218,0.426515538090953
0,5,2,15.06767050061961,16.074705676374467,16.53938769133981,0.3630138452799111
0,5,3,14.877902338672774,15.94019590531559,16.386819245752296,0.34788047769826813
0,5,4,14.877902338672774,15.846148668220998,16.24400902933387,0.34045414341818586
0,5,5,14.877902338672774,15.732861638998868,16.117461885320132,0.31353444610247505
0,5,6,14.877902338672774,15.588247311626356,15.98790581563873,0.27914327871465777
0,5,7,14.877902338672774,15.481439270734551,15.790724809414742,0.23622799882794276
0,5,8,14.877902338672774,15.341591304174552,15.693325909419151,0.1841500600743081
0,5,9,14.877902338672774,15.252662375805063,15.4649655434629,0.09196338023856264
0,5,10,14.877902338672774,15.236499695424062,15.32763633939717,0.08177172034023394
0,5,11,14.877902338672774,15.211839013922884,15.27571129984594,0.08994743760684806
0,5,12,14.877902338672774,15.183462747941919,15.27571129984594,0.09467566135624371
0,5,13,14.877902338672774,15.150676589427919,15.27571129984594,0.09815160148922528
0,5,14,14.877902338672774,15.085791135607007,15.221904042583699,0.0757793546128569
0,5,15,14.877902338672774,15.044439855153964,15.049509756796393,0.025371751579306986
0,5,16,14.877902338672774,15.042203970179834,15.049509756796393,0.029428119947700282
0,5,17,14.877902338672774,15.04108602769277,15.049509756796393,0.031199504646230614
0,5,18,14.877902338672774,15.038850142718639,15.049509756796393,0.03436131561468095
0,5,19,14.877902338672774,15.035496315257443,15.049509756796393,0.03837824202081527
0,5,20,14.877902338672774,15.024316890386794,15.049509756796393,0.047795197361521186
0,5,21,14.877902338672774,15.004193925619626,15.049509756796393,0.055813695285387634
0,5,22,14.877902338672774,14.940471203856928,15.049509756796393,0.0200778712644612
0,5,23,14.877902338672774,14.937117376395733,14.937715508089905,0.005951335214357535
0,5,24,14.877902338672774,14.937117376395733,14.937715508089905,0.005951335214357535
0,5,25,14.877902338672774,14.937117376395733,14.937715508089905,0.005951335214357535
0,5,26,14.877902338672774,14.937117376395733,14.937715508089905,0.005951335214357535
0,5,27,14.877902338672774,14.937117376395733,14.937715508089905,0.005951335214357535
0,5,28,14.877902338672774,14.937117376395733,14.937715508089905,0.005951335214357535
0,5,29,14.877902338672774,14.937117376395733,14.937715508089905,0.005951335214357535
0,5,30,14.877902338672774,14.937117376395733,14.937715508089905,0.005951335214357535
0,5,31,14.877902338672774,14.937117376395733,14.937715508089905,0.005951335214357535
0,5,32,14.877902338672774,14.937117376395733,14.937715508089905,0.005951335214357535
0,5,33,14.877902338672774,14.937117376395733,14.937715508089905,0.005951335214357535
0,5,34,14.877902338672774,14.937117376395733,14.937715508089905,0.005951335214357535
0,5,35,14.877902338672774,14.937117376395733,14.937715508089905,0.005951335214357535
0,5,36,14.877902338672774,14.937117376395733,14.937715508089905,0.005951335214357535
0,5,37,14.877902338672774,14.937117376395733,14.937715508089905,0.005951335214357535
0,5,38,14.877902338672774,14.93532298131322,14.937715508089905,0.011720939597649211
0,5,39,14.877902338672774,14.93532298131322,14.937715508089905,0.011720939597649211
0,5,40,14.607680962081059,14.93082637246479,14.937715508089905,0.0354460821540936
0,5,41,14.607680962081059,14.928067505982677,14.937715508089905,0.04426907861255709
0,5,42,14.607680962081059,14.921178370357563,14.937715508089905,0.055526959859362957
0,5,43,14.453720459187963,14.890515103395321,14.937715508089905,0.10163616834826049
0,5,44,14.453720459187963,14.840777419335014,14.937715508089905,0.14184775408281922
0,5,45,14.453720459187963,14.761437710770197,14.937715508089905,0.16858096639797684
0,5,46,14.453720459187963,14.663766202825036,14.877902338672774,0.1700172739288734
0,5,47,14.453720459187963,14.523152013170568,14.664054992217052,0.07666562489903735
0,5,48,14.453720459187963,14.461714851499613,14.607680962081059,0.028932913411022373
0,5,49,14.453720459187963,14.453720459187961,14.453720459187963,1.7763568394002505e-15
0,5,50,14.453720459187963,14.453720459187961,14.453720459187963,1.7763568394002505e-15
0,5,51,14.453720459187963,14.453720459187961,14.453720459187963,1.7763568394002505e-15
0,5,52,14.453720459187963,14.453720459187961,14.453720459187963,1.7763568394002505e-15
0,5,53,14.453720459187963,14.453720459187961,14.453720459187963,1.7763568394002505e-15
0,5,54,14.453720459187963,14.453720459187961,14.453720459187963,1.7763568394002505e-15
0,5,55,14.453720459187963,14.453720459187961,14.453720459187963,1.7763568394002505e-15
0,5,56,14.453720459187963,14.453720459187961,14.453720459187963,1.7763568394002505e-15
0,5,57,14.453720459187963,14.453720459187961,14.453720459187963,1.7763568394002505e-15
0,5,58,14.453720459187963,14.453720459187961,14.453720459187963,1.7763568394002505e-15
0,5,59,14.453720459187963,14.453720459187961,14.453720459187963,1.7763568394002505e-15
0,5,60,14.453720459187963,14.453720459187961,14.453720459187963,1.7763568394002505e-15
0,5,61,14.453720459187963,14.453720459187961,14.453720459187963,1.7763568394002505e-15
0,5,62,14.453720459187963,14.453720459187961,14.453720459187963,1.7763568394002505e-15
0,5,63,14.453720459187963,14.453720459187961,14.453720459187963,1.7763568394002505e-15
0,5,64,14.453720459187963,14.453720459187961,14.453720459187963,1.7763568394002505e-15
