seed,k,generation,best,mean,worst,std
3,10,0,15.51657508881031,17.57658070451365,19.966533331199933,1.0152686230936174
3,10,1,14.95472369909914,16.615027075004893,17.295829710142186,0.45403153439538957
3,10,2,14.95472369909914,16.317500953848022,16.780697580112786,0.36787122671439126
3,10,3,14.95472369909914,16.128983402010864,16.549509756796393,0.36127410578952224
3,10,4,14.95472369909914,15.998633814191823,16.36124969497314,0.3384703545196875
3,10,5,14.95472369909914,15.840308639944247,16.214944167960986,0.3383234061464943
3,10,6,14.754723699099141,15.731947169450768,16.14131112314674,0.32969466131634817
3,10,7,14.754723699099141,15.659314197009326,16.07156333832011,0.3171852280029937
3,10,8,14.64355957741627,15.517561906186677,15.97484176581315,0.3171467794781288
3,10,9,14.64355957741627,15.41874591180305,15.86397674405503,0.2897967903089347
3,10,10,14.64355957741627,15.340156968911945,15.774868417407584,0.2748302013976197
3,10,11,14.64355957741627,15.258710387321676,15.65796522451032,0.24414254131711338
3,10,12,14.422497216032184,15.159635618832494,15.555294535724686,0.2297247877274694
3,10,13,14.422497216032184,15.048621870115655,15.368438714135813,0.24043208196536875
3,10,14,14.408304597359457,14.973604791257099,15.277154105707723,0.24473656832908516
3,10,15,14.408304597359457,14.880556311284543,15.129705854077836,0.24477765874861931
3,10,16,14.408304597359457,14.768416000387615,15.08494332412792,0.24973905452261397
3,10,17,14.408304597359457,14.60425356789607,14.991153452528778,0.1806381120259832
3,10,18,14.095445115010332,14.491370201041953,14.64355957741627,0.07015990854390801
3,10,19,14.095445115010332,14.45876470209119,14.488409872672513,0.050194838526002296
3,10,20,14.095445115010332,14.44533923584193,14.488409872672513,0.050529652111014726
3,10,21,14.095445115010332,14.42113411580036,14.488409872672513,0.06477590807386077
3,10,22,14.095445115010332,14.395311967246812,14.488409872672513,0.07766832361645176
3,10,23,14.069535971483266,14.387909430307428,14.422497216032184,0.0822816846902169
3,10,24,14.069535971483266,14.356487774601282,14.408304597359457,0.11517040144370932
3,10,25,14.069535971483266,14.328777724290747,14.408304597359457,0.13481134201246495
3,10,26,14.069535971483266,14.24352838975067,14.408304597359457,0.1558261906891107
3,10,27,14.069535971483266,14.094670792999688,14.213552872566003,0.015898178235213358
3,10,28,14.069535971483266,14.088449646258026,14.095445115010332,0.011502609307376108
3,10,29,14.069535971483266,14.07989962889409,14.095445115010332,0.012692836262769161
3,10,30,14.069535971483266,14.069535971483266,14.069535971483266,0.0
3,10,31,14.069535971483266,14.069535971483266,14.069535971483266,0.0
3,10,32,14.069535971483266,14.069535971483266,14.069535971483266,0.0
