seed,k,generation,best,mean,worst,std
1,40,0,16.067366884975474,18.11686716342819,20.15685424949238,0.7922769842256712
1,40,1,15.771085446759225,17.445799141178256,18.051698748956504,0.5336375883040494
1,40,2,15.700000000000001,17.08717056567383,17.701063709417262,0.4758163993351569
1,40,3,15.495451410656816,16.87716208998528,17.46232255123179,0.4585944276809187
1,40,4,15.495451410656816,16.694095527600414,17.252272056851645,0.44003877480488246
1,40,5,15.495451410656816,16.532410350621095,17.061455150532503,0.400943310345402
1,40,6,15.378516483155234,16.433175564300257,16.90399840127872,0.3851299026948964
1,40,7,15.117461885320132,16.303440704571752,16.803060268852505,0.3862793005412675
1,40,8,15.117461885320132,16.209644301662387,16.68526217596215,0.36130086851011706
1,40,9,15.117461885320132,16.146445510622645,16.57624151769984,0.3284112222341467
1,40,10,15.117461885320132,16.06873326494295,16.51575680566778,0.32728836628212743
1,40,11,15.117461885320132,16.00995547473497,16.426109321823088,0.3229681328678138
1,40,12,15.117461885320132,15.932928381723377,16.36154726279432,0.32089766467585645
1,40,13,15.117461885320132,15.83780581644569,16.24004830889689,0.3123881146923839
1,40,14,14.942276586281547,15.703596100142526,16.146426544510454,0.30984156500470267
1,40,15,14.942276586281547,15.599253430510545,16.012480529547776,0.2842801372797358
1,40,16,14.938468204234429,15.501048611720906,15.854030511288038,0.2585773856208154
1,40,17,14.929888335921977,15.385493197421713,15.758323293158117,0.21858815938067708
1,40,18,14.929888335921977,15.269760702153274,15.539198244429116,0.1778609609882079
1,40,19,14.835563716909473,15.180772869062437,15.407440918375928,0.14132130454511516
1,40,20,14.835563716909473,15.120289863596588,15.267274898667694,0.12884821352283188
1,40,21,14.835563716909473,15.065924765575506,15.252610922848042,0.11094331727280932
1,40,22,14.835563716909473,15.015277276855052,15.16693988153255,0.07985935409206152
1,40,23,14.727953488110058,14.984624814449216,15.065422712353222,0.0667395854070163
1,40,24,14.727953488110058,14.965374809457657,15.065422712353222,0.06616417064795067
1,40,25,14.495943722515266,14.94022016328659,15.065422712353222,0.07130228252499303
1,40,26,14.495943722515266,14.906225338483582,14.942276586281547,0.08880475248513145
1,40,27,14.495943722515266,14.877498101946967,14.942276586281547,0.11343144257987546
1,40,28,14.495943722515266,14.805960346441823,14.942276586281547,0.15570180564385852
1,40,29,14.495943722515266,14.71055298377547,14.938468204234429,0.143358702788532
